,delta_test_loss_at_h0,delta_test_loss_at_h1,delta_test_loss_at_h2,delta_test_loss_at_h3,delta_test_loss_at_h4,delta_test_loss_at_h5,delta_test_loss_at_h6,delta_test_loss_at_h7,delta_test_loss_at_h8,delta_test_loss_at_h9,delta_test_loss_at_h10,delta_test_loss_at_h11,delta_test_loss_at_h12,delta_test_loss_at_h13,delta_test_loss_at_h14,delta_test_loss_at_h15,delta_test_loss_at_h16,delta_test_loss_at_h17,delta_test_loss_at_h18,delta_test_loss_at_h19,delta_test_loss_at_h20,delta_test_loss_at_h21,delta_test_loss_at_h22,delta_test_loss_at_h23,delta_test_loss_at_h24,delta_test_loss_at_h25,delta_test_loss_at_h26,delta_test_loss_at_h27,delta_test_loss_at_h28,delta_test_loss_at_h29,delta_test_loss_at_h30,delta_test_loss_at_h31,delta_test_loss_at_h32,delta_test_loss_at_h33,delta_test_loss_at_h34,delta_test_loss_at_h35,delta_test_loss_at_h36,delta_test_loss_at_h37,delta_test_loss_at_h38,delta_test_loss_at_h39,delta_test_loss_at_h40,delta_test_loss_at_h41,delta_test_loss_at_h42,delta_test_loss_at_h43,delta_test_loss_at_h44,delta_test_loss_at_h45,delta_test_loss_at_h46,delta_test_loss_at_h47,delta_test_loss_at_h48,delta_test_loss_at_h49
tmp2__ema_mean_hl__input_weights_mean,0.024819664168748267,0.03233728143213989,0.03757857000695585,0.04087517346655566,0.042132361920621704,0.0407697543713572,0.040189571190674435,0.042312905911740216,0.04350236608381904,0.04544793227865667,0.04572395920066612,0.045738710796558425,0.04473118234804329,0.04490157507632528,0.04493493616430752,0.04518987649181237,0.04522531223980016,0.04522400777130169,0.045231334998612274,0.04520038162642243,0.04524347765750763,0.04529594782126007,0.045422592284207614,0.04550663336108797,0.045585262281432136,0.04565605051346101,0.04582184290868721,0.04582182209270053,0.045853386067166255,0.045910435747987796,0.04594643352761588,0.04595235914515682,0.04595463502636692,0.04596215653621982,0.045982583957812934,0.04595442686650015,0.04598478351373856,0.04600267832361921,0.04604721065778518,0.04609283930058285,0.046125485706355815,0.04613733694143769,0.04616314876491814,0.046194983347210665,0.04618185539827922,0.046184977796280884,0.04617947543713573,0.04618349292256453,0.046191611157368875,0.04618433250069388
tmp2__var__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__mad__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__iqr__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__min__input_weights_mean,0.024819664168748267,0.03233728143213989,0.03757857000695585,0.04087517346655566,0.042132361920621704,0.0407697543713572,0.040189571190674435,0.042312905911740216,0.04350236608381904,0.04544793227865667,0.04572395920066612,0.045738710796558425,0.04473118234804329,0.04490157507632528,0.04493493616430752,0.04518987649181237,0.04522531223980016,0.04522400777130169,0.045231334998612274,0.04520038162642243,0.04524347765750763,0.04529594782126007,0.045422592284207614,0.04550663336108797,0.045585262281432136,0.04565605051346101,0.04582184290868721,0.04582182209270053,0.045853386067166255,0.045910435747987796,0.04594643352761588,0.04595235914515682,0.04595463502636692,0.04596215653621982,0.045982583957812934,0.04595442686650015,0.04598478351373856,0.04600267832361921,0.04604721065778518,0.04609283930058285,0.046125485706355815,0.04613733694143769,0.04616314876491814,0.046194983347210665,0.04618185539827922,0.046184977796280884,0.04617947543713573,0.04618349292256453,0.046191611157368875,0.04618433250069388
tmp2__max__input_weights_mean,0.024819664168748267,0.03233728143213989,0.03757857000695585,0.04087517346655566,0.042132361920621704,0.0407697543713572,0.040189571190674435,0.042312905911740216,0.04350236608381904,0.04544793227865667,0.04572395920066612,0.045738710796558425,0.04473118234804329,0.04490157507632528,0.04493493616430752,0.04518987649181237,0.04522531223980016,0.04522400777130169,0.045231334998612274,0.04520038162642243,0.04524347765750763,0.04529594782126007,0.045422592284207614,0.04550663336108797,0.045585262281432136,0.04565605051346101,0.04582184290868721,0.04582182209270053,0.045853386067166255,0.045910435747987796,0.04594643352761588,0.04595235914515682,0.04595463502636692,0.04596215653621982,0.045982583957812934,0.04595442686650015,0.04598478351373856,0.04600267832361921,0.04604721065778518,0.04609283930058285,0.046125485706355815,0.04613733694143769,0.04616314876491814,0.046194983347210665,0.04618185539827922,0.046184977796280884,0.04617947543713573,0.04618349292256453,0.046191611157368875,0.04618433250069388
tmp2__range__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__q10__input_weights_mean,0.024819664168748267,0.03233728143213989,0.03757857000695585,0.04087517346655566,0.042132361920621704,0.0407697543713572,0.040189571190674435,0.042312905911740216,0.04350236608381904,0.04544793227865667,0.04572395920066612,0.045738710796558425,0.04473118234804329,0.04490157507632528,0.04493493616430752,0.04518987649181237,0.04522531223980016,0.04522400777130169,0.045231334998612274,0.04520038162642243,0.04524347765750763,0.04529594782126007,0.045422592284207614,0.04550663336108797,0.045585262281432136,0.04565605051346101,0.04582184290868721,0.04582182209270053,0.045853386067166255,0.045910435747987796,0.04594643352761588,0.04595235914515682,0.04595463502636692,0.04596215653621982,0.045982583957812934,0.04595442686650015,0.04598478351373856,0.04600267832361921,0.04604721065778518,0.04609283930058285,0.046125485706355815,0.04613733694143769,0.04616314876491814,0.046194983347210665,0.04618185539827922,0.046184977796280884,0.04617947543713573,0.04618349292256453,0.046191611157368875,0.04618433250069388
tmp2__q90__input_weights_mean,0.024819664168748267,0.03233728143213989,0.03757857000695585,0.04087517346655566,0.042132361920621704,0.0407697543713572,0.040189571190674435,0.042312905911740216,0.04350236608381904,0.04544793227865667,0.04572395920066612,0.045738710796558425,0.04473118234804329,0.04490157507632528,0.04493493616430752,0.04518987649181237,0.04522531223980016,0.04522400777130169,0.045231334998612274,0.04520038162642243,0.04524347765750763,0.04529594782126007,0.045422592284207614,0.04550663336108797,0.045585262281432136,0.04565605051346101,0.04582184290868721,0.04582182209270053,0.045853386067166255,0.045910435747987796,0.04594643352761588,0.04595235914515682,0.04595463502636692,0.04596215653621982,0.045982583957812934,0.04595442686650015,0.04598478351373856,0.04600267832361921,0.04604721065778518,0.04609283930058285,0.046125485706355815,0.04613733694143769,0.04616314876491814,0.046194983347210665,0.04618185539827922,0.046184977796280884,0.04617947543713573,0.04618349292256453,0.046191611157368875,0.04618433250069388
tmp2__tail_exceed_p90_rate__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__trend_tstat__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__delta_last_first__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__pct_change_last_first__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__spearman_rho_time__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__autocorr_lag1__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__vol_cluster_acf__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__zero_cross_rate__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__sign_persistence__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__mean_second_diff__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__abs_mean_second_diff__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__l1norm__input_weights_mean,0.03237207188454066,0.025991174021648626,0.0273094539746951,0.03177286289203442,0.034535512073272275,0.035850666111573684,0.03762053844018873,0.0409323896752706,0.043491895642520116,0.04611981681931723,0.047919913960588395,0.04923825978351374,0.04951803358312518,0.04995412850402442,0.0503532403552595,0.05056742298084928,0.050750562031640294,0.050720337218984175,0.050798071051901185,0.05079477518734387,0.05095234526783236,0.05117842076047737,0.0512122328615043,0.05116936580627255,0.05115913127948931,0.051165174854288085,0.0512382736608382,0.05125804884818206,0.05122328615043019,0.051136962253677476,0.051201026922009424,0.0512579794615598,0.051287468776019966,0.0513831112961421,0.051353684429641965,0.0512821468220927,0.05126642381348876,0.051299902858728846,0.051265278934221475,0.05124485151262837,0.05126699278379129,0.05121558423535942,0.051196669442131554,0.05119161115736886,0.051187385512073275,0.05119540660560644,0.05119741881765196,0.05119728698306967,0.051202997502081606,0.051204635026366914
tmp2__l2norm__input_weights_mean,0.03237207188454066,0.025991174021648626,0.0273094539746951,0.03177286289203442,0.034535512073272275,0.035850666111573684,0.03762053844018873,0.0409323896752706,0.043491895642520116,0.04611981681931723,0.047919913960588395,0.04923825978351374,0.04951803358312518,0.04995412850402442,0.0503532403552595,0.05056742298084928,0.050750562031640294,0.050720337218984175,0.050798071051901185,0.05079477518734387,0.05095234526783236,0.05117842076047737,0.0512122328615043,0.05116936580627255,0.05115913127948931,0.051165174854288085,0.0512382736608382,0.05125804884818206,0.05122328615043019,0.051136962253677476,0.051201026922009424,0.0512579794615598,0.051287468776019966,0.0513831112961421,0.051353684429641965,0.0512821468220927,0.05126642381348876,0.051299902858728846,0.051265278934221475,0.05124485151262837,0.05126699278379129,0.05121558423535942,0.051196669442131554,0.05119161115736886,0.051187385512073275,0.05119540660560644,0.05119741881765196,0.05119728698306967,0.051202997502081606,0.051204635026366914
tmp2__half_diff_mean__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__ema_crossover_rate__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__dom_freq_idx__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__spectral_entropy__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__low_high_bandpower_ratio__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__above_1_sigma_rate__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__above_2_sigma_rate__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__fano_factor__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__skew__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__kurtosis__input_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__mean__input_weights_var,0.002020208857240302,0.005866520964944863,0.011516722215953118,0.013184998635158192,0.015804860560328274,0.020056994206344925,0.02126500142465087,0.02240030880935851,0.02306046007334113,0.02297823345649007,0.023994567069134363,0.023468245253066577,0.0224562274883343,0.0221121739212646,0.021887732483184135,0.021543710140094496,0.021648171700087128,0.021562819215897866,0.02161375246605568,0.021692388325198587,0.021671686826411605,0.021650419826652226,0.02172835835024022,0.021759159071914565,0.02178255624098099,0.02184353667405939,0.02167954833072722,0.021622956601514344,0.021636181691739923,0.021614213887094506,0.021540278971617824,0.021563967564498257,0.02162955526930266,0.021665442030397435,0.021657937867187074,0.021678538755371606,0.021697689463148397,0.021642783828859348,0.021621447442477595,0.021640369174400535,0.021646863762255268,0.021685401092324953,0.021693293820620643,0.021702848358522327,0.02170238346815238,0.021698199454822886,0.021718689324411605,0.021724150051592887,0.021735945777397434,0.021724170867579603
tmp2__std__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__slope_ols__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__median__input_weights_var,0.002020208857240302,0.005866520964944863,0.011516722215953118,0.013184998635158192,0.015804860560328274,0.020056994206344925,0.02126500142465087,0.02240030880935851,0.02306046007334113,0.02297823345649007,0.023994567069134363,0.023468245253066577,0.0224562274883343,0.0221121739212646,0.021887732483184135,0.021543710140094496,0.021648171700087128,0.021562819215897866,0.02161375246605568,0.021692388325198587,0.021671686826411605,0.021650419826652226,0.02172835835024022,0.021759159071914565,0.02178255624098099,0.02184353667405939,0.02167954833072722,0.021622956601514344,0.021636181691739923,0.021614213887094506,0.021540278971617824,0.021563967564498257,0.02162955526930266,0.021665442030397435,0.021657937867187074,0.021678538755371606,0.021697689463148397,0.021642783828859348,0.021621447442477595,0.021640369174400535,0.021646863762255268,0.021685401092324953,0.021693293820620643,0.021702848358522327,0.02170238346815238,0.021698199454822886,0.021718689324411605,0.021724150051592887,0.021735945777397434,0.021724170867579603
tmp2__ema_mean_hl__input_weights_var,0.002020208857240302,0.005866520964944863,0.011516722215953118,0.013184998635158192,0.015804860560328274,0.020056994206344925,0.02126500142465087,0.02240030880935851,0.02306046007334113,0.02297823345649007,0.023994567069134363,0.023468245253066577,0.0224562274883343,0.0221121739212646,0.021887732483184135,0.021543710140094496,0.021648171700087128,0.021562819215897866,0.02161375246605568,0.021692388325198587,0.021671686826411605,0.021650419826652226,0.02172835835024022,0.021759159071914565,0.02178255624098099,0.02184353667405939,0.02167954833072722,0.021622956601514344,0.021636181691739923,0.021614213887094506,0.021540278971617824,0.021563967564498257,0.02162955526930266,0.021665442030397435,0.021657937867187074,0.021678538755371606,0.021697689463148397,0.021642783828859348,0.021621447442477595,0.021640369174400535,0.021646863762255268,0.021685401092324953,0.021693293820620643,0.021702848358522327,0.02170238346815238,0.021698199454822886,0.021718689324411605,0.021724150051592887,0.021735945777397434,0.021724170867579603
tmp2__var__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__mad__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__iqr__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__min__input_weights_var,0.002020208857240302,0.005866520964944863,0.011516722215953118,0.013184998635158192,0.015804860560328274,0.020056994206344925,0.02126500142465087,0.02240030880935851,0.02306046007334113,0.02297823345649007,0.023994567069134363,0.023468245253066577,0.0224562274883343,0.0221121739212646,0.021887732483184135,0.021543710140094496,0.021648171700087128,0.021562819215897866,0.02161375246605568,0.021692388325198587,0.021671686826411605,0.021650419826652226,0.02172835835024022,0.021759159071914565,0.02178255624098099,0.02184353667405939,0.02167954833072722,0.021622956601514344,0.021636181691739923,0.021614213887094506,0.021540278971617824,0.021563967564498257,0.02162955526930266,0.021665442030397435,0.021657937867187074,0.021678538755371606,0.021697689463148397,0.021642783828859348,0.021621447442477595,0.021640369174400535,0.021646863762255268,0.021685401092324953,0.021693293820620643,0.021702848358522327,0.02170238346815238,0.021698199454822886,0.021718689324411605,0.021724150051592887,0.021735945777397434,0.021724170867579603
tmp2__max__input_weights_var,0.002020208857240302,0.005866520964944863,0.011516722215953118,0.013184998635158192,0.015804860560328274,0.020056994206344925,0.02126500142465087,0.02240030880935851,0.02306046007334113,0.02297823345649007,0.023994567069134363,0.023468245253066577,0.0224562274883343,0.0221121739212646,0.021887732483184135,0.021543710140094496,0.021648171700087128,0.021562819215897866,0.02161375246605568,0.021692388325198587,0.021671686826411605,0.021650419826652226,0.02172835835024022,0.021759159071914565,0.02178255624098099,0.02184353667405939,0.02167954833072722,0.021622956601514344,0.021636181691739923,0.021614213887094506,0.021540278971617824,0.021563967564498257,0.02162955526930266,0.021665442030397435,0.021657937867187074,0.021678538755371606,0.021697689463148397,0.021642783828859348,0.021621447442477595,0.021640369174400535,0.021646863762255268,0.021685401092324953,0.021693293820620643,0.021702848358522327,0.02170238346815238,0.021698199454822886,0.021718689324411605,0.021724150051592887,0.021735945777397434,0.021724170867579603
tmp2__range__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__q10__input_weights_var,0.002020208857240302,0.005866520964944863,0.011516722215953118,0.013184998635158192,0.015804860560328274,0.020056994206344925,0.02126500142465087,0.02240030880935851,0.02306046007334113,0.02297823345649007,0.023994567069134363,0.023468245253066577,0.0224562274883343,0.0221121739212646,0.021887732483184135,0.021543710140094496,0.021648171700087128,0.021562819215897866,0.02161375246605568,0.021692388325198587,0.021671686826411605,0.021650419826652226,0.02172835835024022,0.021759159071914565,0.02178255624098099,0.02184353667405939,0.02167954833072722,0.021622956601514344,0.021636181691739923,0.021614213887094506,0.021540278971617824,0.021563967564498257,0.02162955526930266,0.021665442030397435,0.021657937867187074,0.021678538755371606,0.021697689463148397,0.021642783828859348,0.021621447442477595,0.021640369174400535,0.021646863762255268,0.021685401092324953,0.021693293820620643,0.021702848358522327,0.02170238346815238,0.021698199454822886,0.021718689324411605,0.021724150051592887,0.021735945777397434,0.021724170867579603
tmp2__q90__input_weights_var,0.002020208857240302,0.005866520964944863,0.011516722215953118,0.013184998635158192,0.015804860560328274,0.020056994206344925,0.02126500142465087,0.02240030880935851,0.02306046007334113,0.02297823345649007,0.023994567069134363,0.023468245253066577,0.0224562274883343,0.0221121739212646,0.021887732483184135,0.021543710140094496,0.021648171700087128,0.021562819215897866,0.02161375246605568,0.021692388325198587,0.021671686826411605,0.021650419826652226,0.02172835835024022,0.021759159071914565,0.02178255624098099,0.02184353667405939,0.02167954833072722,0.021622956601514344,0.021636181691739923,0.021614213887094506,0.021540278971617824,0.021563967564498257,0.02162955526930266,0.021665442030397435,0.021657937867187074,0.021678538755371606,0.021697689463148397,0.021642783828859348,0.021621447442477595,0.021640369174400535,0.021646863762255268,0.021685401092324953,0.021693293820620643,0.021702848358522327,0.02170238346815238,0.021698199454822886,0.021718689324411605,0.021724150051592887,0.021735945777397434,0.021724170867579603
tmp2__tail_exceed_p90_rate__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__trend_tstat__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__delta_last_first__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__pct_change_last_first__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__spearman_rho_time__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__autocorr_lag1__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__vol_cluster_acf__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__zero_cross_rate__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__sign_persistence__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__mean_second_diff__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__abs_mean_second_diff__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__l1norm__input_weights_var,0.002020208857240302,0.005866520964944863,0.011516722215953118,0.013184998635158192,0.015804860560328274,0.020056994206344925,0.02126500142465087,0.02240030880935851,0.02306046007334113,0.02297823345649007,0.023994567069134363,0.023468245253066577,0.0224562274883343,0.0221121739212646,0.021887732483184135,0.021543710140094496,0.021648171700087128,0.021562819215897866,0.02161375246605568,0.021692388325198587,0.021671686826411605,0.021650419826652226,0.02172835835024022,0.021759159071914565,0.02178255624098099,0.02184353667405939,0.02167954833072722,0.021622956601514344,0.021636181691739923,0.021614213887094506,0.021540278971617824,0.021563967564498257,0.02162955526930266,0.021665442030397435,0.021657937867187074,0.021678538755371606,0.021697689463148397,0.021642783828859348,0.021621447442477595,0.021640369174400535,0.021646863762255268,0.021685401092324953,0.021693293820620643,0.021702848358522327,0.02170238346815238,0.021698199454822886,0.021718689324411605,0.021724150051592887,0.021735945777397434,0.021724170867579603
tmp2__l2norm__input_weights_var,0.002020208857240302,0.005866520964944863,0.011516722215953118,0.013184998635158192,0.015804860560328274,0.020056994206344925,0.02126500142465087,0.02240030880935851,0.02306046007334113,0.02297823345649007,0.023994567069134363,0.023468245253066577,0.0224562274883343,0.0221121739212646,0.021887732483184135,0.021543710140094496,0.021648171700087128,0.021562819215897866,0.02161375246605568,0.021692388325198587,0.021671686826411605,0.021650419826652226,0.02172835835024022,0.021759159071914565,0.02178255624098099,0.02184353667405939,0.02167954833072722,0.021622956601514344,0.021636181691739923,0.021614213887094506,0.021540278971617824,0.021563967564498257,0.02162955526930266,0.021665442030397435,0.021657937867187074,0.021678538755371606,0.021697689463148397,0.021642783828859348,0.021621447442477595,0.021640369174400535,0.021646863762255268,0.021685401092324953,0.021693293820620643,0.021702848358522327,0.02170238346815238,0.021698199454822886,0.021718689324411605,0.021724150051592887,0.021735945777397434,0.021724170867579603
tmp2__half_diff_mean__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__ema_crossover_rate__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__dom_freq_idx__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__spectral_entropy__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__low_high_bandpower_ratio__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__above_1_sigma_rate__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__above_2_sigma_rate__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__fano_factor__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__skew__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__kurtosis__input_weights_var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__mean__output_weights_mean,-0.03615791007493755,-0.029675513461004718,-0.013218172379317928,-0.004379766860949205,-0.011590549542048292,-0.014783208437413264,-0.002587385512073266,0.010441396058839852,0.01202651262836525,0.00405198445739662,-0.006158985567582575,-0.012803975853455463,-0.01563058562309187,-0.017131376630585636,-0.017735754926450187,-0.018305120732722724,-0.01888294476824868,-0.019248938384679438,-0.01935737579794616,-0.01953597696364142,-0.019783548431862343,-0.020094740494032752,-0.020320115181792955,-0.02060836802664447,-0.020822599222869834,-0.021117200943658064,-0.021178850957535394,-0.021405030530113802,-0.02148600471829031,-0.021490660560643905,-0.02152666527893423,-0.02165226200388565,-0.021720718845406606,-0.02176023452678324,-0.02180381626422425,-0.02188003746877602,-0.021887871218429087,-0.021907077435470435,-0.021890854843186237,-0.021878025256730514,-0.02188135581459895,-0.021889238134887596,-0.021890709131279502,-0.02189294338051624,-0.021911004718290317,-0.021915216486261452,-0.021901922009436588,-0.02190509991673606,-0.0219099292256453,-0.021907542325839587
tmp2__std__output_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__slope_ols__output_weights_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp2__median__output_weights_mean,-0.03615791007493755,-0.029675513461004718,-0.013218172379317928,-0.004379766860949205,-0.011590549542048292,-0.014783208437413264,-0.002587385512073266,0.010441396058839852,0.01202651262836525,0.00405198445739662,-0.006158985567582575,-0.012803975853455463,-0.01563058562309187,-0.017131376630585636,-0.017735754926450187,-0.018305120732722724,-0.01888294476824868,-0.019248938384679438,-0.01935737579794616,-0.01953597696364142,-0.019783548431862343,-0.020094740494032752,-0.020320115181792955,-0.02060836802664447,-0.020822599222869834,-0.021117200943658064,-0.021178850957535394,-0.021405030530113802,-0.02148600471829031,-0.021490660560643905,-0.02152666527893423,-0.02165226200388565,-0.021720718845406606,-0.02176023452678324,-0.02180381626422425,-0.02188003746877602,-0.021887871218429087,-0.021907077435470435,-0.021890854843186237,-0.021878025256730514,-0.02188135581459895,-0.021889238134887596,-0.021890709131279502,-0.02189294338051624,-0.021911004718290317,-0.021915216486261452,-0.021901922009436588,-0.02190509991673606,-0.0219099292256453,-0.021907542325839587
tmp2__ema_mean_hl__output_weights_mean,-0.03615791007493755,-0.029675513461004718,-0.013218172379317928,-0.004379766860949205,-0.011590549542048292,-0.014783208437413264,-0.002587385512073266,0.010441396058839852,0.01202651262836525,0.00405198445739662,-0.006158985567582575,-0.012803975853455463,-0.01563058562309187,-0.017131376630585636,-0.017735754926450187,-0.018305120732722724,-0.01888294476824868,-0.019248938384679438,-0.01935737579794616,-0.01953597696364142,-0.019783548431862343,-0.020094740494032752,-0.020320115181792955,-0.02060836802664447,-0.020822599222869834,-0.021117200943658064,-0.021178850957535394,-0.021405030530113802,-0.02148600471829031,-0.021490660560643905,-0.02152666527893423,-0.02165226200388565,-0.021720718845406606,-0.02176023452678324,-0.02180381626422425,-0.02188003746877602,-0.021887871218429087,-0.021907077435470435,-0.021890854843186237,-0.021878025256730514,-0.02188135581459895,-0.021889238134887596,-0.021890709131279502,-0.02189294338051624,-0.021911004718290317,-0.021915216486261452,-0.021901922009436588,-0.02190509991673606,-0.0219099292256453,-0.021907542325839587
