,delta_test_loss_at_h0,delta_test_loss_at_h1,delta_test_loss_at_h2,delta_test_loss_at_h3,delta_test_loss_at_h4,delta_test_loss_at_h5,delta_test_loss_at_h6,delta_test_loss_at_h7,delta_test_loss_at_h8,delta_test_loss_at_h9,delta_test_loss_at_h10,delta_test_loss_at_h11,delta_test_loss_at_h12,delta_test_loss_at_h13,delta_test_loss_at_h14,delta_test_loss_at_h15,delta_test_loss_at_h16,delta_test_loss_at_h17,delta_test_loss_at_h18,delta_test_loss_at_h19,delta_test_loss_at_h20,delta_test_loss_at_h21,delta_test_loss_at_h22,delta_test_loss_at_h23,delta_test_loss_at_h24,delta_test_loss_at_h25,delta_test_loss_at_h26,delta_test_loss_at_h27,delta_test_loss_at_h28,delta_test_loss_at_h29,delta_test_loss_at_h30,delta_test_loss_at_h31,delta_test_loss_at_h32,delta_test_loss_at_h33,delta_test_loss_at_h34,delta_test_loss_at_h35,delta_test_loss_at_h36,delta_test_loss_at_h37,delta_test_loss_at_h38,delta_test_loss_at_h39,delta_test_loss_at_h40,delta_test_loss_at_h41,delta_test_loss_at_h42,delta_test_loss_at_h43,delta_test_loss_at_h44,delta_test_loss_at_h45,delta_test_loss_at_h46,delta_test_loss_at_h47,delta_test_loss_at_h48,delta_test_loss_at_h49
tmp16__vol_cluster_acf__pre_activation_mean,0.1777497085761865,0.21198365945045797,0.20850489558818833,0.18874197890646685,0.16685691090757704,0.14291514016097692,0.11973804468498471,0.09881485567582568,0.0827872051068554,0.06767028864834858,0.05457699139605884,0.04596740216486263,0.04102392450735498,0.03884164585067999,0.0377848737163475,0.03701841520954761,0.03640868720510685,0.035942159311684714,0.03554966000555094,0.03523440882597837,0.03505625867332778,0.034838467943380524,0.03464338051623648,0.03458943241742992,0.03449317929503192,0.034328781570913125,0.034158145989453235,0.034150111018595615,0.03417798362475715,0.03425691784623924,0.034286976131001956,0.03429369275603664,0.034262864279766866,0.03430537052456287,0.03428993200111019,0.03428921731890092,0.034324042464612826,0.03436861643075213,0.03435319872328614,0.03435751457119065,0.03436931723563698,0.034367429919511513,0.03436691645850679,0.03436253122398001,0.0343543089092423,0.03435539827921177,0.03436600749375521,0.03436426588953649,0.03435647377185679,0.03436300999167361
tmp16__zero_cross_rate__pre_activation_mean,-0.011241479570711992,0.029819156216456384,0.06702631712384269,0.11257535873635974,0.14822795519097676,0.1770834504399674,0.2010437402728109,0.22425391482494375,0.24284059682571357,0.26328751620810253,0.28437522347317157,0.29991507274277135,0.30638976589939154,0.31084944645532636,0.3127712445193107,0.3148428657997373,0.3164960617112457,0.31772361163072055,0.31828399859770234,0.3187962040873777,0.3192661730166022,0.3197719874064444,0.32030452878506765,0.3206337426955481,0.3212941500607052,0.32194296923698096,0.32222975805899184,0.32257613430343923,0.32273139341108675,0.322870784743829,0.3229817271985529,0.3231941919913342,0.3233442791470027,0.32344813923249166,0.3235563103253411,0.323628447429554,0.3236675921304986,0.32374586896385316,0.3237691773112289,0.3237565207969084,0.3237559300757832,0.32374160823063103,0.3237412186060591,0.3237483323966306,0.32375584838030846,0.323756966979886,0.32375696697988593,0.32375670932492706,0.3237651993700348,0.323756966979886
tmp16__sign_persistence__pre_activation_mean,0.012587903714275607,-0.028327791913556232,-0.06558622340652248,-0.11134260387846318,-0.14735506100909268,-0.17650851062322467,-0.2005938729918078,-0.22388998867109605,-0.2426149073794241,-0.2633221084064248,-0.28469706249464083,-0.3004395272411471,-0.3070164028364409,-0.3115260014759246,-0.31347426080269625,-0.31556901883415894,-0.31724102202425364,-0.31848545662865146,-0.3190555271287088,-0.319573457110886,-0.320048817505487,-0.3205598033786781,-0.3210997219919344,-0.3214321342896065,-0.3220969274636432,-0.32275340655968116,-0.3230440913608215,-0.32339515534670243,-0.3235535438742003,-0.32369492090574775,-0.32380629687277057,-0.32402123118547826,-0.3241725184974519,-0.32427720172594976,-0.3243863844857001,-0.32445942645741527,-0.32449912413747417,-0.32457794762979314,-0.32460118682891576,-0.3245886120216025,-0.32458816583903416,-0.3245742147784468,-0.3245739885450318,-0.324581328562494,-0.32458903306712467,-0.3245901516656763,-0.32459015166567634,-0.32458994428504595,-0.3245980886879835,-0.32459015166567634
tmp16__mean_second_diff__pre_activation_mean,0.03730847210657785,0.028262343880099922,0.01346171595453952,0.006315834027199558,0.01061586872051069,0.011236303080766027,0.0030636414099361664,-0.0063271371079655836,-0.008120573133499854,-0.0021531293366639035,0.005285192894809881,0.00952771995559256,0.011007181515403834,0.011707847626977524,0.01202723424923675,0.012315299750208153,0.012551422425756312,0.012644532334165976,0.012560810435747997,0.012458819039689149,0.012522543713572016,0.01249509436580628,0.012521350263669172,0.012550562031640294,0.012586913683041915,0.012768831529281146,0.012692790729947261,0.012790473216763795,0.012765466278101574,0.012707292533999444,0.012701519567027472,0.012748001665278931,0.012763426311407169,0.012801963641409942,0.012806119900083271,0.012855717457674163,0.012814279766860955,0.012791111573688596,0.01277226616708299,0.01276881765195671,0.012709221482098253,0.012699833472106578,0.012671461282264783,0.01267903136275326,0.01266650707743547,0.012668567860116563,0.012662184290868718,0.01266476547321676,0.012661892867055229,0.012665160976963647
tmp16__abs_mean_second_diff__pre_activation_mean,-0.39078091174021645,-0.4682067027477103,-0.46418403841342487,-0.4331522620038857,-0.3971435401054676,-0.35633157091312795,-0.3157280183180683,-0.27882035109630865,-0.25047877463225093,-0.22542315431584792,-0.20485109630863169,-0.1919168401332223,-0.18404707188454064,-0.180970240077713,-0.1792872814321399,-0.17827701221204553,-0.17747073966139332,-0.17666013044684986,-0.17604825145711908,-0.17548451290591174,-0.1748396613932834,-0.1744876075492645,-0.17415335137385513,-0.17393256314182626,-0.17385324729392174,-0.17381566056064396,-0.17368567166250343,-0.17362615181792948,-0.17360608520677212,-0.17359688454066055,-0.17356566056064393,-0.1735385512073272,-0.17350871495975576,-0.17345520399666944,-0.17349092422980847,-0.17347374410213712,-0.17345269220094367,-0.17344045933943936,-0.17341375936719403,-0.17335170691090757,-0.17335633499861228,-0.17332640160976964,-0.173333784346378,-0.17332538162642241,-0.17331767971135167,-0.17332602692200946,-0.1733178046072717,-0.17331763114071608,-0.173320024979184,-0.17331917846239245
tmp16__l1norm__pre_activation_mean,-0.36503476269775187,-0.44949494171523724,-0.46740612765021505,-0.4717678948098806,-0.46693984873716354,-0.45364409519844573,-0.4354190951984457,-0.4192192894809881,-0.4072790105467666,-0.4009631834582293,-0.39838410352484044,-0.39782924646128226,-0.39606826255897865,-0.3967165140160977,-0.3967003399944491,-0.39721017901748545,-0.3976993824590619,-0.39775748681654177,-0.3975496391895643,-0.3973567443796836,-0.39722780321953927,-0.3971618998057175,-0.3970851720788232,-0.39706971967804605,-0.39746116430752154,-0.39779666944213155,-0.3977848529003608,-0.39786033166805435,-0.3979184984734943,-0.39792531917846236,-0.3979608590063836,-0.3980784762697752,-0.39808859283930065,-0.3980542880932556,-0.39808621287815704,-0.39810185262281433,-0.3980640022203719,-0.39809243685817375,-0.3980603594227033,-0.3980048917568693,-0.3979743338884263,-0.3979475367749099,-0.39794946572300866,-0.39793490840965867,-0.39794685678601166,-0.397952546489037,-0.3979429503191785,-0.39794459478212607,-0.3979402511795726,-0.39794156952539556
tmp16__l2norm__pre_activation_mean,-0.3755428184845962,-0.46126111573688583,-0.47834980654792664,-0.4812512489592007,-0.4749472869830697,-0.4601793158479046,-0.44053838467943385,-0.42302579100749377,-0.410000215098529,-0.40248927282819874,-0.39877513877324455,-0.3974419511518179,-0.3953061962253677,-0.395745392728282,-0.39562221759644745,-0.39603694143769086,-0.3964523868998057,-0.3964552456286428,-0.3962157646405773,-0.3959936233694144,-0.3958329933388842,-0.39574055648071055,-0.3956391756869275,-0.3956052664446295,-0.3959705939494865,-0.3962796558423536,-0.39625786150430203,-0.39632268248681657,-0.39637528448515125,-0.3963768526228143,-0.39640751457119067,-0.3965146891479323,-0.39652187760199836,-0.39648315986677773,-0.3965116847071885,-0.3965233971690258,-0.39648413821815154,-0.3965109145156814,-0.3964778656674993,-0.39642193311129614,-0.3963911948376353,-0.3963642658895365,-0.3963658617818484,-0.39635076325284485,-0.39636214265889536,-0.3963677768526228,-0.3963578198723286,-0.3963593463780183,-0.39635515542603383,-0.39635634887593674
tmp16__half_diff_mean__pre_activation_mean,-0.002892998889814044,0.000704482375797948,0.008986323912353971,0.01298509575353872,0.00995953372189842,0.009235185956147661,0.015838176519567027,0.02231720094365807,0.02350123508187623,0.02057699139605884,0.016968921731890095,0.014659172911462673,0.013152574243685822,0.012555197058007221,0.012269317235636972,0.01226602830974189,0.01200958229253401,0.011929003608104356,0.01183185539827921,0.011691305856230929,0.011580613377740776,0.011510054121565364,0.011478864834859843,0.01137155148487372,0.011129586455731331,0.011001658340271992,0.010854190951984451,0.01075888842631141,0.010727747710241466,0.01066350957535387,0.010648931446017204,0.010642457674160421,0.010652206494587844,0.010742159311684712,0.010766291978906474,0.010746502914238135,0.010805488481820709,0.010778705245628642,0.010772710241465448,0.010778753816264227,0.010735026366916459,0.010676477935054121,0.010708957812933663,0.010707944768248684,0.0107052456286428,0.010704017485428811,0.010720836802664451,0.010724673882875383,0.010718311129614215,0.010723744102137112
tmp16__ema_crossover_rate__pre_activation_mean,0.05556728869550923,0.06230131173863222,0.06477283761536988,0.06272878040677875,0.06198684380810441,0.059377783023872616,0.05688054135149469,0.05255510695297007,0.050206128218667545,0.04837995669448705,0.04550739336469089,0.0438301066868831,0.043457894570951346,0.04342113979058115,0.043271943990059784,0.04319781252102209,0.04323518920968959,0.043458982910471615,0.043570491068176814,0.04371953139162384,0.04371968686869817,0.04379459572310748,0.04383197241177499,0.04394425795485182,0.04405623254378,0.04405638802085431,0.04413083044404066,0.04413083044404066,0.04420558382137567,0.044280337198710655,0.04431771388737817,0.04435509057604566,0.04454181854230884,0.044504441853641344,0.04454166306523453,0.04457919523097635,0.044653948608311345,0.04472870198564634,0.04472870198564634,0.04476607867431384,0.04476607867431385,0.044766078674313835,0.044803455362981345,0.04484083205164885,0.04484083205164885,0.04484083205164884,0.044915274474835204,0.044915274474835204,0.044915274474835204,0.044915274474835204
tmp16__dom_freq_idx__pre_activation_mean,-0.16467270263446793,-0.1893889389878723,-0.17922606524303034,-0.1555758631911336,-0.12999689047408855,-0.1049328486248047,-0.0814837685416268,-0.05952644439924826,-0.043937473704207905,-0.02973713765115994,-0.017083056778726763,-0.009196248636421652,-0.005224848301553233,-0.0036583358490847808,-0.002735664525154,-0.0021957546791946097,-0.0017406589632967004,-0.0013366459679893575,-0.0010714895270670984,-0.000814229468218528,-0.0004805622198731167,-0.0004360937269504935,-0.00024848075607627844,-0.00014639209060806734,-8.734005101652305e-05,-8.518265348349984e-05,-4.898290484222893e-05,5.373916025755913e-05,0.00011000424147014817,0.00016065317928272074,0.0002408108623556989,0.000267333032383507,0.0002304730126111565,0.00033918742210429305,0.0003121124669434394,0.00038487281007666257,0.00041313011121645835,0.00044049297530072805,0.0004485812966567337,0.0004966275378013781,0.0004913376911812624,0.000515775400603348,0.0005353033031842713,0.0005451037229383597,0.0005455298281450401,0.0005504050859154101,0.000546074935706784,0.0005518024038905267,0.0005551306310455573,0.0005610615548685397
tmp16__spectral_entropy__pre_activation_mean,-0.00478059950041632,-0.003593234804329725,0.001097123926412092,0.007830419095198448,0.014041069941715232,0.019452754648903694,0.024632403552595064,0.027942887871218437,0.03022228698306966,0.03314516375242853,0.03499659311684707,0.03653679572578407,0.037196905356647235,0.03719584374132667,0.037179510130446854,0.03741814460172079,0.03748451290591173,0.03747225922842076,0.037525992228698304,0.0376022758812101,0.037555661948376354,0.03763818345822925,0.03769011934499028,0.03769120871495976,0.03776818623369414,0.03785009714127117,0.037839564252012216,0.0378736330835415,0.0379629822370247,0.0380422633916181,0.0380099292256453,0.038084443519289475,0.03810582153760754,0.0380343394393561,0.03809775187343881,0.03812232167638079,0.03807967665834027,0.03807559672495143,0.038121149042464615,0.03810219261726339,0.03810791701359978,0.03807941298917569,0.03809265195670276,0.038162073272273105,0.038159943102969746,0.03817325145711906,0.038165008326394675,0.03816756869275604,0.03815890230363586,0.03815970024979184
tmp16__low_high_bandpower_ratio__pre_activation_mean,0.207347051068554,0.24486559811268388,0.2427506283703738,0.2284443102969748,0.21151180960310853,0.19245636969192342,0.173777456286428,0.15523419372744937,0.14100660560643907,0.12848398556758256,0.11740327504857061,0.11012043436025536,0.10591266999722454,0.10404925756314183,0.10307141271162919,0.1024981543158479,0.10191523036358589,0.10155001387732446,0.10121733277824035,0.1007476200388565,0.10031613932833751,0.10012967665834029,0.09992179433805162,0.09972148209825143,0.09955242159311685,0.09943775326117126,0.09927142658895366,0.09923140438523452,0.09924427560366361,0.09917924646128227,0.09910122814321397,0.09904476131001942,0.09898680960310852,0.09892061476547322,0.098911240632806,0.09889573966139328,0.09886285734110464,0.09881525117957257,0.09879841798501249,0.09873393005828475,0.0986996530668887,0.09864472661670831,0.09863106439078546,0.09864184707188454,0.09863674715514849,0.09864086872051069,0.09863637940605052,0.09864040383014155,0.09863006522342493,0.09863363169580905
tmp16__above_1_sigma_rate__pre_activation_mean,-0.06525905697966108,-0.06704534893420287,-0.04673280014333774,-0.033203331700601496,-0.03350196403428905,-0.029837915063658384,-0.01327043151705365,0.0020057666332556263,0.006929643802152988,0.0031656434354787005,-0.003566219158211214,-0.008653158356438475,-0.010058272453180965,-0.010646469479551819,-0.010898771314306496,-0.010891192114169392,-0.011131904844659708,-0.011016235957369395,-0.010962733543113806,-0.010979980203709144,-0.011001125690755079,-0.011143930854452245,-0.011255508380652412,-0.011298332527592225,-0.011536497876697922,-0.011684001626117642,-0.011733383058569318,-0.01177792890949729,-0.011827091889184876,-0.011838980903176205,-0.01192956474848855,-0.012048203112334772,-0.012113109501393654,-0.012130556101806954,-0.012195347710599954,-0.012260205965998928,-0.012290285800837176,-0.012309235652474548,-0.012313652841416202,-0.012294436403354852,-0.0122894082871916,-0.012303592906500462,-0.012324238544001446,-0.012362004954064216,-0.01235507740963015,-0.01234740564476251,-0.012325134570593138,-0.012325882493615952,-0.012332673042248807,-0.012335320393542423
tmp16__above_2_sigma_rate__pre_activation_mean,0.005915071601909837,-0.01247445899129813,-0.022588953529637287,-0.01959478012507938,-0.004944807827824676,0.0053692982289869386,0.004909433627727815,0.002185620220269972,0.006253653231408318,0.0177603751771996,0.02980276358160041,0.03771647748898258,0.040986064269363305,0.04259306364519188,0.04329549418997229,0.04368966384819437,0.0441394215351401,0.04417479573523697,0.044260704506900755,0.04439209439297479,0.04455885847914568,0.04473572947962995,0.04488733319433075,0.04497324196599454,0.0451703267951056,0.04554428262470092,0.04570093979655842,0.04574642091096866,0.04579190202537891,0.04584749005410254,0.04589802462566947,0.04603446796890021,0.046069842168997066,0.046085002540467136,0.04611532328340729,0.046191125140757704,0.046175964769287633,0.04619112514075772,0.04617091131213094,0.04617596476928764,0.04619112514075772,0.046196178597914396,0.04619617859791442,0.04622144588369788,0.04621133896938449,0.046206285512227795,0.04619112514075769,0.046186071683601004,0.046191125140757704,0.04619112514075769
tmp16__fano_factor__pre_activation_mean,0.20622923361358558,0.22442324679322365,0.2040890054184768,0.18199548836594714,0.17154940782311623,0.1557317785935158,0.1294909388310822,0.10457512614837175,0.0913830165949049,0.08723158550788333,0.08676679416651216,0.08731598603692438,0.08628573571479152,0.08594243626045223,0.08570819647065332,0.08549506689527685,0.08563471034042015,0.08544665051951054,0.08528053681592164,0.08519222440796628,0.08497213630758567,0.08500873638931178,0.08501201400857082,0.08511740009984765,0.08531721755494495,0.08541373500977029,0.08545828716775244,0.0854546429244152,0.08559411405624173,0.0856546730214778,0.08563952411456684,0.08572724259151551,0.08572200353343812,0.08574903106048258,0.08580193491496596,0.08587335695163895,0.08589128853530341,0.08593005536533163,0.08595833674672351,0.08595331033061147,0.08600670912760042,0.08600861190656625,0.08601552277044021,0.08603658898997324,0.08602600088659498,0.08601352833545484,0.08601050002056897,0.08600539661340051,0.0860144522281319,0.08601401227923805
tmp16__skew__pre_activation_mean,-0.0002645642520122197,-0.018529905634193718,-0.03313415215300061,-0.04028538717735221,-0.03685339300582849,-0.03644143075215099,-0.043332126006106024,-0.05002105883985568,-0.05027392450735498,-0.04493287538162643,-0.038501790174854285,-0.033975000000000005,-0.0320439217318901,-0.031084769636414104,-0.03063531779072994,-0.030510081876214273,-0.030308374965306677,-0.030346974743269507,-0.030352026089369964,-0.030348362475714683,-0.030325166527893414,-0.030291583402719955,-0.030327803219539286,-0.030391631973355537,-0.030254135442686656,-0.03014434499028588,-0.03010732722731058,-0.030092596447404935,-0.030144393560921454,-0.030147182903136276,-0.03010410074937552,-0.03009551762420206,-0.030132937829586457,-0.030180176242020545,-0.03021947682486817,-0.03019012628365251,-0.030279857063558145,-0.030305287260616154,-0.030348737163474873,-0.030363440188731612,-0.030407139883430478,-0.03038596308631697,-0.030411643075215107,-0.030371426588953653,-0.03037437552039967,-0.030381473771856793,-0.030392631140716077,-0.030392291146267004,-0.030398140438523454,-0.03039193033583126
tmp16__kurtosis__pre_activation_mean,-0.03817570080488482,-0.023498487371634753,-0.020682986436130032,-0.019245323341659723,-0.020449202053844012,-0.02193509575353872,-0.023472474326949766,-0.02455193588676103,-0.025789404662781016,-0.02784705106855398,-0.029404752983624764,-0.029719990285872886,-0.03073078684429642,-0.031184998612267555,-0.03140405911740216,-0.031601117124618376,-0.031733777407715796,-0.032023091867887876,-0.032031834582292536,-0.032073653899528175,-0.03220940882597836,-0.03223457535387178,-0.0321990910352484,-0.03229988898140439,-0.03236509852900361,-0.03229671801276714,-0.03218916180960311,-0.032241534832084376,-0.032240854843186235,-0.03216204551762421,-0.03217079517069109,-0.032137593671940044,-0.032168526228143215,-0.03214288787121843,-0.032085976963641405,-0.03202801137940605,-0.03196959478212601,-0.03195271995559256,-0.031967270330280316,-0.032001089369969475,-0.03198362475714682,-0.031979669719678035,-0.0319686303080766,-0.03195719539272829,-0.03197334165972801,-0.03198462392450736,-0.032003059950041636,-0.03200538440188732,-0.03200469053566472,-0.03200670968637247
tmp16__mean__post_activation_mean,-0.5014245212323064,-0.5963644879267277,-0.597701884884472,-0.5758050791007494,-0.5467963294476825,-0.5099819039689147,-0.46934421315570357,-0.43261778379128507,-0.40430517624202056,-0.3803803913405496,-0.3615516930335831,-0.3497854635026367,-0.34267318207049685,-0.3402112683874549,-0.3386879475437136,-0.337850367749098,-0.33724797391063,-0.33654777962808774,-0.3358970233139051,-0.335309950041632,-0.33476282958645576,-0.3343780183180683,-0.3340126075492645,-0.3337965931168471,-0.33381736747155155,-0.3338019983347211,-0.33364986816541775,-0.3336181099084097,-0.33360494726616713,-0.33356563280599505,-0.33354436580627256,-0.33355287260616157,-0.33352289064668333,-0.3334567998889814,-0.33345124202053844,-0.3334125104079934,-0.333371988620594,-0.33337843463780187,-0.33334453927282826,-0.33329493477657507,-0.3332732930890924,-0.3332456425201221,-0.3332420968637247,-0.33322379267277275,-0.3332299472661671,-0.33323914099361646,-0.3332366500138773,-0.33323539411601444,-0.3332367887871218,-0.33323621287815713
tmp16__std__post_activation_mean,-0.43283757285595337,-0.5154650846516792,-0.5231647143415228,-0.5040848529003609,-0.4725595892311963,-0.43676871357202335,-0.40567873300027757,-0.37881430752150985,-0.3542999236747156,-0.32910917291146274,-0.30750618928670553,-0.29380808354149324,-0.2860522134332501,-0.28314374826533445,-0.28155469747432693,-0.28059841104635025,-0.27983525534276993,-0.2791228351373855,-0.27853761448792674,-0.27800405217873997,-0.2774053566472385,-0.2770152928115459,-0.2766622051068554,-0.2764065292811546,-0.2762963016930336,-0.27612502081598667,-0.2760035248404108,-0.2759096586178185,-0.27589038301415486,-0.27583649042464614,-0.2758160213710797,-0.2757393075215098,-0.27568455453788504,-0.27563132805995005,-0.27564757146822094,-0.2756191715237302,-0.27558470024979187,-0.275578961976131,-0.27554096586178184,-0.2755044199278379,-0.27550924923674713,-0.27550260893699696,-0.2755056272550652,-0.2754812309186789,-0.2754769220094366,-0.2754896960865945,-0.2754837010824313,-0.27548351373855123,-0.2754872883708021,-0.2754872606161532
tmp16__slope_ols__post_activation_mean,0.12651556341937276,0.14269573272273106,0.14281378043112145,0.13235078406883152,0.11650612683874549,0.10160578684429643,0.09285303913405496,0.084562746322509,0.07571099777962809,0.06376999028587288,0.05180528032195393,0.044048077990563414,0.04008182070496809,0.03815907577019151,0.037175117957257836,0.036430696641687486,0.03560867332778241,0.035078281987232854,0.03482966278101581,0.034559159034138205,0.03418079378295864,0.0339687898973078,0.03370154732167639,0.033492249514293644,0.03319891756869276,0.032931140716069944,0.032784755759089644,0.032570233139050796,0.03246545240077713,0.03240528726061616,0.03234190951984457,0.032214064668331946,0.03211921315570359,0.03213335414932002,0.0321098251457119,0.032033638634471284,0.032043387454898695,0.031993893977241186,0.03195947821260061,0.03192578406883153,0.03191516097696364,0.03187810852067721,0.031885220649458784,0.03188850957535388,0.0318812101026922,0.03187555509297807,0.03188663613655287,0.031893803774632246,0.03189110463502636,0.03189156258673327
tmp16__median__post_activation_mean,-0.49906780460727174,-0.5938623230641134,-0.5951755873502498,-0.5736848459616986,-0.545610012489592,-0.5094869414376908,-0.46893177907299477,-0.4321589578129337,-0.40412238412434087,-0.38092615875659175,-0.3628840133222315,-0.35163451290591174,-0.34471015126283655,-0.34236114349153485,-0.3408942270330281,-0.34009813349986123,-0.3395390507910075,-0.33885249791840133,-0.33820222731057453,-0.337619504579517,-0.3370868651124063,-0.33670936025534276,-0.3363563211212878,-0.33614631557035807,-0.3361874132667222,-0.3361971759644741,-0.3360501318345824,-0.3360239661393284,-0.33601441854010544,-0.335978226477935,-0.33596074104912577,-0.3359735012489592,-0.3359468845406606,-0.33588326394671103,-0.3358778101582015,-0.3358415903413822,-0.3357983971690258,-0.335804392173189,-0.33577091312794893,-0.3357210310852068,-0.33570009020260894,-0.3356744379683597,-0.33567145434360257,-0.33565402442409104,-0.33566070635581463,-0.3356701845684153,-0.3356670274771024,-0.3356656883152928,-0.33566645850679994,-0.33566601443241745
tmp16__ema_mean_hl__post_activation_mean,-0.49586464751595893,-0.5907686719400499,-0.5942268536544588,-0.5731740216486262,-0.543171128226478,-0.5059665625867332,-0.4671151748542881,-0.432213912017763,-0.4042936164307522,-0.37948571329447683,-0.35941384956980293,-0.34686221204551765,-0.3394624271440466,-0.3368956841520955,-0.3353401332223147,-0.3344724604496253,-0.3338290660560644,-0.3331304190951984,-0.33249938939772417,-0.33192040660560646,-0.33135831251734665,-0.3309671454343603,-0.33059546211490426,-0.3303586039411601,-0.33036772828198724,-0.33032565917291146,-0.3301910283097419,-0.33013232722731056,-0.33012345267832366,-0.3300874410213711,-0.33006382181515403,-0.3300533305578685,-0.3300158964751596,-0.3299538232028865,-0.32994557313349987,-0.3299005481543159,-0.3298671870663336,-0.3298720024979184,-0.32983750346933116,-0.3297885095753539,-0.3297751318345823,-0.3297448792672773,-0.3297452192617264,-0.3297278587288371,-0.32973315292811545,-0.3297413266722176,-0.32974086178184847,-0.32974025117957256,-0.3297427490979739,-0.32974218012767137
tmp16__var__post_activation_mean,-0.43283757285595337,-0.5154650846516792,-0.5231647143415228,-0.5040848529003609,-0.4725595892311963,-0.43676871357202335,-0.40567873300027757,-0.37881430752150985,-0.3542999236747156,-0.32910917291146274,-0.30750618928670553,-0.29380808354149324,-0.2860522134332501,-0.28314374826533445,-0.28155469747432693,-0.28059841104635025,-0.27983525534276993,-0.2791228351373855,-0.27853761448792674,-0.27800405217873997,-0.2774053566472385,-0.2770152928115459,-0.2766622051068554,-0.2764065292811546,-0.2762963016930336,-0.27612502081598667,-0.2760035248404108,-0.2759096586178185,-0.27589038301415486,-0.27583649042464614,-0.2758160213710797,-0.2757393075215098,-0.27568455453788504,-0.27563132805995005,-0.27564757146822094,-0.2756191715237302,-0.27558470024979187,-0.275578961976131,-0.27554096586178184,-0.2755044199278379,-0.27550924923674713,-0.27550260893699696,-0.2755056272550652,-0.2754812309186789,-0.2754769220094366,-0.2754896960865945,-0.2754837010824313,-0.27548351373855123,-0.2754872883708021,-0.2754872606161532
tmp16__mad__post_activation_mean,-0.3940522273105745,-0.46699924368581736,-0.4666168895139572,-0.44172737302248133,-0.41029953510963085,-0.37445747987787953,-0.3398423466555648,-0.3093569594782126,-0.2846642173189009,-0.26231083819039686,-0.24403772550652236,-0.23269726616708303,-0.22592796280877045,-0.22338628226477936,-0.22206650707743544,-0.22131831806827643,-0.22082868442964204,-0.22027196780460728,-0.21980393422148212,-0.21939983347210662,-0.21894854288093257,-0.21863309048015542,-0.218429454621149,-0.21823859977796284,-0.21819508048848182,-0.21819331806827644,-0.21814659311684706,-0.21813809325562034,-0.21816479322786567,-0.21812437552039968,-0.21813352761587568,-0.218107341104635,-0.21803993893977242,-0.21800321260061065,-0.21803313905079102,-0.21802552733832917,-0.21800825006938662,-0.21800000693866223,-0.21796526505689703,-0.21794986122675547,-0.217958659450458,-0.2179573272273106,-0.21796567443796835,-0.21795514154870937,-0.21794722453510962,-0.2179575770191507,-0.217944102137108,-0.21794689147932275,-0.21794526089369973,-0.2179473424923675
tmp16__iqr__post_activation_mean,-0.3944283860671663,-0.46629865389952824,-0.46662541712984773,-0.44064732167638077,-0.40464698168193175,-0.36626443241742995,-0.33274145156813767,-0.30392115598112684,-0.278264772411879,-0.25247176658340276,-0.23041482792117676,-0.21626826949764086,-0.20846165695253954,-0.20538138356924784,-0.20376709686372466,-0.2027475298362476,-0.2019550027754649,-0.20125630030530114,-0.20072449347765753,-0.2002127185678601,-0.19966298223702472,-0.19928144601720787,-0.19898671246183733,-0.19874610047182903,-0.1986156813766306,-0.1984780460727172,-0.19840435054121566,-0.19835980432972525,-0.19837477796280878,-0.19831439772411882,-0.1982993824590619,-0.19826041493200114,-0.19816869969469886,-0.19811839439356094,-0.19814548986955313,-0.1981295309464335,-0.1981110532889259,-0.19808426311407162,-0.19805763946711075,-0.19803956425201222,-0.1980431446017208,-0.1980396128226478,-0.19804293644185403,-0.19803830141548712,-0.19803143213988345,-0.19804243685817374,-0.19802889952817096,-0.1980318970302526,-0.19803239661393282,-0.1980354288093256
tmp16__min__post_activation_mean,-0.5008411809603108,-0.5944307937829586,-0.595226475499103,-0.5731932278656675,-0.5445250485706356,-0.5080921523730225,-0.4674677144046628,-0.4305892103802387,-0.40240151262836527,-0.3788283097418818,-0.3602560088814876,-0.3485997918401333,-0.3416424091035248,-0.33923876630585625,-0.3377440327504857,-0.3369231681931723,-0.3363348390230364,-0.3356433666389121,-0.334999354704413,-0.3344014918123786,-0.333859859839023,-0.33348419372744936,-0.3331244587843464,-0.332916430752151,-0.33293275048570636,-0.3329260893699695,-0.3327706841520955,-0.3327436094920899,-0.3327374895920067,-0.33269304746044964,-0.33266804052178744,-0.3326923466555648,-0.3326621773522065,-0.3325953233416597,-0.3325881071329448,-0.3325427352206495,-0.332504204829309,-0.3325107965584236,-0.33247870524562867,-0.3324314529558702,-0.3324058492922564,-0.3323769844573966,-0.33237223147377193,-0.3323513877324452,-0.3323598320843742,-0.33236855398279214,-0.3323668470718845,-0.3323651193449903,-0.33236590341382183,-0.33236583402719955
