                                                            ,delta_test_loss_at_h0  ,delta_test_loss_at_h1  ,delta_test_loss_at_h2  ,delta_test_loss_at_h3  ,delta_test_loss_at_h4  ,delta_test_loss_at_h5  ,delta_test_loss_at_h6  ,delta_test_loss_at_h7  ,delta_test_loss_at_h8  ,delta_test_loss_at_h9  ,delta_test_loss_at_h10 ,delta_test_loss_at_h11 ,delta_test_loss_at_h12 ,delta_test_loss_at_h13 ,delta_test_loss_at_h14 ,delta_test_loss_at_h15 ,delta_test_loss_at_h16 ,delta_test_loss_at_h17 ,delta_test_loss_at_h18 ,delta_test_loss_at_h19 ,delta_test_loss_at_h20 ,delta_test_loss_at_h21 ,delta_test_loss_at_h22 ,delta_test_loss_at_h23 ,delta_test_loss_at_h24 ,delta_test_loss_at_h25 ,delta_test_loss_at_h26 ,delta_test_loss_at_h27 ,delta_test_loss_at_h28 ,delta_test_loss_at_h29 ,delta_test_loss_at_h30 ,delta_test_loss_at_h31 ,delta_test_loss_at_h32 ,delta_test_loss_at_h33 ,delta_test_loss_at_h34 ,delta_test_loss_at_h35 ,delta_test_loss_at_h36 ,delta_test_loss_at_h37 ,delta_test_loss_at_h38 ,delta_test_loss_at_h39 ,delta_test_loss_at_h40 ,delta_test_loss_at_h41 ,delta_test_loss_at_h42 ,delta_test_loss_at_h43 ,delta_test_loss_at_h44 ,delta_test_loss_at_h45 ,delta_test_loss_at_h46 ,delta_test_loss_at_h47 ,delta_test_loss_at_h48 ,delta_test_loss_at_h49
input_weight_grads_mean_pct                                 ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
input_weight_grads_var_pct                                  ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
output_weight_grads_mean_pct                                ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
output_weight_grads_var_pct                                 ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
pre_activation_grad_mean_pct                                ,0.0031574314890493696  ,0.0004460778234806854  ,0.00030236546087732407 ,0.00038265927425650383 ,0.000615855365688366   ,0.0011573218159959746  ,0.002489532022262386   ,0.004889541890289216   ,0.007267880792023779   ,0.010280040402434479   ,0.013269923761976558   ,0.014270785889968917   ,0.014768302381428126   ,0.014462312179480309   ,0.014643461882343396   ,0.014635277394829189   ,0.014519056870329998   ,0.014469947298649649   ,0.014635714942754034   ,0.014522238005602407   ,0.014495733179838287   ,0.014358867664873244   ,0.014399445048680116   ,0.014487833497234183   ,0.014277679649300563   ,0.014190058465236492   ,0.014139458127875445   ,0.014177007603860996   ,0.014242522381011329   ,0.014262714872316447   ,0.01408159125721072    ,0.01404521256570547    ,0.013993764469865175   ,0.014066148238428073   ,0.014057067895432436   ,0.014081242951335823   ,0.013972743095244605   ,0.013990114973648653   ,0.013972472068893233   ,0.01396368388088881    ,0.013903711895313746   ,0.013931383903103736   ,0.013954676846222478   ,0.013919675041494247   ,0.013903711895313746   ,0.013900309698232695   ,0.013892988747703642   ,0.013903197001404036   ,0.013905421337067222   ,0.01390540523608831
post_activation_grad_mean_pct                               ,0.005447970415096048   ,0.00028616683277501125 ,0.00013016672347204223 ,0.0001085635917071221  ,0.00014384695447433916 ,0.00022103389012311382 ,0.0003897272877533654  ,0.0006594106582052682  ,0.0008341317559574832  ,0.0011999515431154243  ,0.0015512488862515742  ,0.0016442123323038079  ,0.0016591178909023741  ,0.0016411484362139368  ,0.0016961314286084122  ,0.0017177739255017873  ,0.001723891736879649   ,0.001711083647337521   ,0.0017367922121413382  ,0.0017365278997841878  ,0.001721483125948111   ,0.001721407445022464   ,0.0017419358477990892  ,0.0017497672768988519  ,0.001718831834237988   ,0.0017363907066035053  ,0.0017493148942414637  ,0.0017338035866146329  ,0.0017278250206617372  ,0.0017084480397090926  ,0.0016838217447374046  ,0.001710352693420189   ,0.0017097988677908225  ,0.0017205851894904422  ,0.0017287191682827552  ,0.001733920314484666   ,0.001728696371393529   ,0.0017322550968489026  ,0.001729426618500638   ,0.001726690196279074   ,0.0017142957584866806  ,0.0017157008099863494  ,0.0017098095857785102  ,0.0017097988677908225  ,0.0017060755650492188  ,0.0017054863682491562  ,0.001703184571689571   ,0.001703184571689571   ,0.0017028544522807434  ,0.0017015575749599028
tmp2__mean__input_weights_mean                              ,0.5189722129474849     ,0.3669112329196268     ,0.27703237463481994    ,0.22869789205632662    ,0.21152696626536469    ,0.22994241363357695    ,0.23785606874180792    ,0.20930565629564762    ,0.19412686291242753    ,0.17324226122753147    ,0.17106622296369794    ,0.17106622296369794    ,0.1792608352637923     ,0.17747265917788752    ,0.17730640038848428    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17332169014451415    ,0.17277135114916678    ,0.1721302961477238     ,0.17156875613975986    ,0.17040605541470946    ,0.17040605541470946    ,0.17040605541470946    ,0.17003786305927077    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274
tmp2__std__input_weights_mean                               ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp2__slope_ols__input_weights_mean                         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp2__median__input_weights_mean                            ,0.5189722129474849     ,0.3669112329196268     ,0.27703237463481994    ,0.22869789205632662    ,0.21152696626536469    ,0.22994241363357695    ,0.23785606874180792    ,0.20930565629564762    ,0.19412686291242753    ,0.17324226122753147    ,0.17106622296369794    ,0.17106622296369794    ,0.1792608352637923     ,0.17747265917788752    ,0.17730640038848428    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17332169014451415    ,0.17277135114916678    ,0.1721302961477238     ,0.17156875613975986    ,0.17040605541470946    ,0.17040605541470946    ,0.17040605541470946    ,0.17003786305927077    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274
tmp2__ema_mean_hl__input_weights_mean                       ,0.5189722129474849     ,0.3669112329196268     ,0.27703237463481994    ,0.22869789205632662    ,0.21152696626536469    ,0.22994241363357695    ,0.23785606874180792    ,0.20930565629564762    ,0.19412686291242753    ,0.17324226122753147    ,0.17106622296369794    ,0.17106622296369794    ,0.1792608352637923     ,0.17747265917788752    ,0.17730640038848428    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17332169014451415    ,0.17277135114916678    ,0.1721302961477238     ,0.17156875613975986    ,0.17040605541470946    ,0.17040605541470946    ,0.17040605541470946    ,0.17003786305927077    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274
tmp2__var__input_weights_mean                               ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp2__mad__input_weights_mean                               ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp2__iqr__input_weights_mean                               ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp2__min__input_weights_mean                               ,0.5189722129474849     ,0.3669112329196268     ,0.27703237463481994    ,0.22869789205632662    ,0.21152696626536469    ,0.22994241363357695    ,0.23785606874180792    ,0.20930565629564762    ,0.19412686291242753    ,0.17324226122753147    ,0.17106622296369794    ,0.17106622296369794    ,0.1792608352637923     ,0.17747265917788752    ,0.17730640038848428    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17332169014451415    ,0.17277135114916678    ,0.1721302961477238     ,0.17156875613975986    ,0.17040605541470946    ,0.17040605541470946    ,0.17040605541470946    ,0.17003786305927077    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274
tmp2__max__input_weights_mean                               ,0.5189722129474849     ,0.3669112329196268     ,0.27703237463481994    ,0.22869789205632662    ,0.21152696626536469    ,0.22994241363357695    ,0.23785606874180792    ,0.20930565629564762    ,0.19412686291242753    ,0.17324226122753147    ,0.17106622296369794    ,0.17106622296369794    ,0.1792608352637923     ,0.17747265917788752    ,0.17730640038848428    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17450605869991445    ,0.17332169014451415    ,0.17277135114916678    ,0.1721302961477238     ,0.17156875613975986    ,0.17040605541470946    ,0.17040605541470946    ,0.17040605541470946    ,0.17003786305927077    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274    ,0.16984771753376274
